"id","creator_id","title","description","latitude","longitude","address","category","subcategory","rating","rating_count","photo_urls","hashtags","is_verified","is_active","visibility","created_at","updated_at","metadata","views_count","likes_count","comments_count","subcategory_id","author_name","shares_count","content_id","content_type","marker_type","used_in_blogs","is_user_modified","completeness_score","required_fields_filled","total_required_fields","needs_completion","completion_suggestions","calculated_rating","rating_source_count","categories"
"3bfc0d31-52c3-48f9-8611-54710648cbc7",NULL,"ФитКурс","","53.34063320","83.67161750",NULL,"entertainment",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 06:23:33.206407","2025-10-12 06:23:33.206407","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3c790438-a8ce-49a2-85ae-7bc667753561",NULL,"Европа-Киномир","","53.34224440","83.68187670",NULL,"entertainment",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 06:22:54.82048","2025-10-12 06:22:54.82048","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3c96e9d9-8ec0-4944-9951-c3f17c4b9092",NULL,"Закусочная","","56.36415710","41.32472740",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 12:27:09.289695","2025-10-12 12:27:09.289695","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3ca16884-2270-417f-93d8-09d28dc3fdff",NULL,"Памяти жертв терракта в Беслане","","51.50886930","81.20406720",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 06:50:17.586666","2025-10-12 06:50:17.586666","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3ca3aaa5-8603-4263-ae3e-e5f7093c59f2",NULL,"Гурман","","56.16747070","40.47885640",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:43:46.622043","2025-10-12 13:43:46.622043","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3cafd4c4-f8f8-414b-a5e4-88a90e7d812a",NULL,"Столовая ""Росстань""","","53.75571900","84.92410720",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 07:23:43.734117","2025-10-12 07:23:43.734117","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3cc51c69-2ab5-490f-9f85-f8c170d09cf4",NULL,"Р. А. Белякову","","55.57423750","42.06129130",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:58:02.270935","2025-10-12 13:58:02.270935","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3cc6b25d-cd81-4183-af7a-152700d7ad5e",NULL,"312 борцам, погибшим за установление советской власти","","50.92307810","128.47300000",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 07:35:06.865786","2025-10-12 07:35:06.865786","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3ce4e9c9-8ef3-4897-bf2d-d34ff01c24c4",NULL,"Круча","","56.12069760","40.39687530",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:40:41.639353","2025-10-12 13:40:41.639353","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3d0d6279-bc85-4455-a56d-ad4f83d9512f",NULL,"Шаурма","","55.57804430","42.05267980",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:59:15.839415","2025-10-12 13:59:15.839415","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3d652a31-f596-43bc-b4b6-6d6647a99ada",NULL,"Баскин Роббинс","","56.14938190","40.38695350",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:42:22.769263","2025-10-12 13:42:22.769263","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3deadd37-ec0c-44ac-b752-7a585ddadff5",NULL,"И. И. Евсевьев","","53.75550360","84.92364380",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 07:23:17.574426","2025-10-12 07:23:17.574426","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3dedcc8e-75be-4afb-967d-f9d4c550d6f4",NULL,"Natura","","56.12980870","40.40831210",NULL,"restaurant",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:46:18.142901","2025-10-12 13:46:18.142901","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3e1cdcd5-0542-45e8-a40d-d803042a17b9",NULL,"Ирбис","","56.17222130","40.48770850",NULL,"entertainment",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:48:24.608611","2025-10-12 13:48:24.608611","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3e241cff-51ae-4d4b-a0f6-032319d17f14",NULL,"Поклонный крест","","55.54313950","42.08708210",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:57:54.135712","2025-10-12 13:57:54.135712","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
"3e2f697d-6b24-4cb1-a2a1-a4fe068db76d",NULL,"А.М. Краснухин","","55.57210990","42.06983300",NULL,"attraction",NULL,"0.00",0,"{}","{}",False,True,"public","2025-10-12 13:58:04.311829","2025-10-12 13:58:04.311829","{}",0,0,0,NULL,NULL,0,NULL,NULL,"standard",False,False,0,0,8,True,NULL,"0.00",0,"{""blog"": false, ""post"": false, ""event"": false, ""personal"": true}"
